objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
269,269,1,22008059,2,Auwaiolimu Neighborhood Park,2,57,1.83000004,{67ECC6B4-DE8E-44DA-8E40-1821464371E2},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F, , ,None,1.83,79715, ,2,12,6,Honolulu,1848 Lusitana Street,96813, , , ,1691562.15574244,54843.9714699156
270,270,1,35036014,2,Aina Koa Neighborhood Park,1,116,2.41000009,{6F6216A3-C3CE-48D9-9665-B02190DD4AAE},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F, , ,None,2.41,104980, ,1,3,4,Honolulu,1331 Ainakoa Avenue,96821, , , ,1715777.76374373,41626.1528145199
271,271,1,26005006,7,Duke Paoa Kahanamoku Beach Park,1,179,0.43000001,{6BDB1341-010C-495B-AFAA-C744D47046D4},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,F,T, , ,None,0.43,18731, ,1,9,4,Honolulu,193 Paoa Place,96815, , , ,1695875.49983638,41661.6773221866
272,272,1,26003019,5,Don Ho Memorial Park,1,16,0.15000001,{607AC02D-6853-416F-A4CA-CFE8FC4C0665},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,T,F, , ,None,0.15,6534, ,1,9,4,Honolulu,Beach Walk & Kalakaua Avenue,96815, , , ,1698137.117714,41533.9971558559
273,273,1, ,3,Paki Community Park,1,12,2.20000005,{6233128E-7778-4D43-979A-969168965B89}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,733-7368,2.2,0, ,1,5,0,Honolulu,3503 Leahi Ave,96815, , , ,1703067.54058064,38158.8618148415
274,274,1,49004001,6,Kualoa Regional Park,4,242,153.41000366,{A25A3081-28AB-4E3C-91B3-C513159837F8},F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,T,F,F,F,F,T,T,F,F,T,T,T,T,F,T,T,T,T,T,T, ,Y,237-8525,153.41,6682540, ,4,0,0,Kaneohe,49-479 Kamehameh,96744, , , ,1695008.41810697,125714.862818993
275,275,1,75027002,2,Iliahi Neighborhood Park,3,169,3.11999989,{DEFBB26E-25C9-4CD4-BF5F-ABF04410A8E9},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F, , ,622-4751,3.12,135907, ,3,26,2,Wahiawa,2021 California Avenue,96786, , , ,1640584.29286597,123242.789130221
276,276,1,75012065,5,Alahula Square,3,52,0.28,{0DFD864B-12D1-46CF-AF93-768261E4C6EF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.28,12197, ,3,26,2,Wahiawa,1923 Alahula Way,96786, , , ,1639404.93597551,123214.672470479
277,277,1,43016004,7,Kalama Beach Park,4,317,4.28000021,{78BBEF9C-3080-4B85-9BB5-5A8F57421F79},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,T,F,F, ,Y,266-7655,4.28,186437, ,4,0,0,Kailua,248 North Kalaheo Avenue,96734, , , ,1728940.07885348,86499.285792074
278,278,1,45065002,2,Kaluapuhi Neighborhood Park,4,269,5.78999996,{8BA85F8D-A73A-49B3-A8C4-330EA35461B0},F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F, , ,None,5.79,252212, ,4,30,3,Kaneohe,45-170 Keana Road,96744, , , ,1713079.39538694,85741.8263946953
279,279,1,55001002,7,Kokololio Beach Park,4,338,15.51000023,{7E946DB4-98BC-4657-88BA-3D25758C9790},F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,T,T,F,T,T,F, , ,None,15.51,675616, ,4,28,0,Laie,55-017 Kamehameha Highway,96762, , , ,1668007.60676874,166138.58640389
280,280,1,45018002,2,Kaneohe Civic Center Neigh. Park,4,163,4.17999983,{614AFB4E-ED58-44AE-A158-15411D30F58E},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.18,182081, ,4,30,3,Kaneohe,45-270 Waikalua Road,96744, , , ,1708900.01368841,89337.9182782131
281,281,1,39098090,2,Kamilo Iki Neighborhood Park,1,185,7.19000006,{7F5BC475-81E1-49E1-B746-B9A17CFA8F39},T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F, , ,None,7.19,313196, ,1,1,4,Honolulu,1109 Lunalilo Home Road,96825, , , ,1748182.48825803,50796.8559681127
282,282,1,43007062,14,Mokulua Drive C,4,226,0.07,{EA924CE8-B362-40B3-8026-0B5F6A29C6DE},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.07,3049, ,4,31,0,Kailua,Mokulua Drive,96734, , , ,1737254.26806081,81769.2359324197
283,283,1,11003006,7,Keehi Lagoon Park,2,115,71.98000336,{E8060E52-A423-40F1-9964-AB15388F1A82},T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F, , ,831-7111,71.98,3135449, ,2,19,0,Honolulu,465 Lagoon Drive,96819, , , ,1675036.09431402,59493.2059029399
284,284,1,59019,14,Ke Nui Road C,4,216,0.11,{026F8B28-DC1D-4631-9DAA-6303ED7D68D2},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.11,4792, ,4,27,0,Haleiwa,Ke Nui Road,96712, , , ,1624557.18558257,182428.914485032
285,285,1,59020022,7,Ehukai Beach Park,4,17,1.21000004,{9710B98A-9B7F-4E88-AD46-379B363E8894},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,F,T,F,T,T,T,T, , ,None,1.21,52708, ,4,27,2,Haleiwa,59-337 Ke-Nui Ro,96712, , , ,1623127.47669673,181004.962888632
286,286,1,91023,14,Ewa Beach Road K,3,350,0.03,{80FB5148-7D93-42A8-843A-0222315DE4D9},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,0,1,Ewa Beach,next to TMK 9-1-023:011,96706, , , ,1642027.43467388,53229.4594891659
287,287,1,39028019,14,Koko Kai,1,282,0.60000002,{7C12EBE4-4F2C-417F-B327-B6101C5CFFFA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.6,26136, ,1,0,0,Honolulu,10 Hanapepe Place,96825, , , ,1738738.85037155,34513.1982424677
288,288,1,35003039,14,Kahala Avenue at Elepaio Street,1,245,0.07,{EDF5C5A0-B2C9-43E4-B5F2-CDF7A4C32C04},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.07,3049, ,1,0,4,Honolulu,Kahala Avenue & Elepaio Stree,96821, , , ,1711925.27119531,34002.8619109372
289,289,1,99072044,4,Halawa District Park,2,229,20.17000008,{E63ED531-CDB8-4539-9B06-9AB5E55F639F},T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,T,F,F,F,F,F,T,T,F,F,F,T,T,T,F,T,T,F, , ,483-7852,20.17,878605, ,2,20,8,Aiea,99-795 Iwaiwa Street,96701, , , ,1668767.54050836,75214.9900776377
290,290,1,59001038,7,Sunset Beach Park,4,372,17.72999954,{B7D86D51-570C-4331-88FE-A7760A24096E},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,17.73,772319, ,4,0,0,Haleiwa,59-104 Kamehameh,96712, , , ,1623466.7078969,181498.187396631
291,291,1,16023001,1,Peter Buck Mini Park,2,276,1.23000002,{B83E8131-189C-47D9-B360-90FD88F68FBD},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,T,F, , ,None,1.23,53579, ,2,15,7,Honolulu,1222 Houghtailin,96817, , , ,1684911.86310173,59605.6249566816
292,292,1,27036002,13,Ala Wai Golf Course,1,119,145.61999512,{3D3C22CD-F448-4128-854C-AFDF5428AB01},F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,T,T,F,T,T,F,T,F,F,T,T,F,T,T,F, ,Y,734-8933,145.62,6343207, ,1,5,0,Honolulu,404 Kapahulu Ave,96815, , , ,1701675.47710037,41546.9593925793
293,293,1,36021014,16,Aina Haina Slide Area,1,273,4.55000019,{8B0A9E70-970A-4277-9918-BDD93AEA6073},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,4.55,198198, ,1,2,4,Honolulu,Hao Street & Hin,96821, , , ,1723857.25728853,47631.0583382827
294,294,1,17003,11,Kekaulike Street Mall,2,243,0.263,{4E3271B3-B730-479C-9625-AFC317A788BB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F, , ,None,19.5,849420, ,3,0,0,Waianae,85-471 Farringto,96792, , , ,1686815.28411788,53096.5863605419
295,295,1,43005087,14,Mokulua Drive B,4,225,0.08,{C71954F4-6E65-4198-A699-BF925BC9CAC6},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.08,3485, ,4,31,0,Kailua,Mokulua Drive,96734, , , ,1738481.92440073,80218.543239611
296,296,1,41009264,4,Waimanalo District Park,4,323,25.30999947,{2D73B120-BAE8-4E40-8F22-CE98290B120F},T,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,F, , ,259-8926,25.31,1102504, ,4,32,3,Waimanalo,41-415 Hihimanu Street,96795, , , ,1737347.6360848,63995.1456163731
297,297,4,61008017,7,Kawailoa Beach Park (undeveloped),4,377,0.38999999,{1C5DDA67-1F90-4F73-9A78-E03F8F453430},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F, , ,None,0.39,16988, ,4,27,2,Haleiwa,61-479 Kamehameh,96712, , , ,1613109.01266051,165793.468514692
298,298,1,61004091,14,Papailoa Road,4,275,0.05,{E9529B8B-D641-4CAB-8CEB-FD9BDE1EB867},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.05,2178, ,4,0,2,Haleiwa,Papailoa Road,96712, , , ,1608337.90562533,162062.708333964
299,299,1,54002022,7,Hauula Beach Park,4,54,9.07999992,{63376C3E-FA7B-484A-87F2-8B22528E556F},F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F, , ,None,9.08,395525, ,4,0,0,Hauula,54-135 Kamehameh,96717, , , ,1670678.65477918,161766.736856799
300,300,1,54010005,7,Hauula Beach Remnant,4,65,0.01,{AC6AC592-BA6F-4AF1-BE06-EEB88A596105},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.01,436, ,4,28,2,Laie,Kamehameha Highway,96762, , , ,1672402.14184492,160003.729042766
301,301,1,56002016,13,Kahuku Golf Course,4,92,68,{670B6F39-CA1F-47A7-9173-7501FCFF453A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,F,T,F,F, , ,293-5842,68,2962080, ,4,28,2,Kahuku,56-501 Kamehameha Highway,96731, , , ,1659808.7411242,186018.773695414
302,302,1,41015001,7,Bellows Field Beach Park,4,155,54.200001,{1DF85EB1-FDD9-4FE4-9DBF-D318B46F0930},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,F,F,T,T,F, , ,259-9600,54.2,2360952, ,4,0,0,Waimanalo,41-043 Kalanianaole Highway,96795, , , ,1739685.84922722,68153.5193788713
303,303,1,94137138,2,Kunia Neighborhood Park,3,367,5.53000021,{5497151C-095D-4C61-BEDC-523D5BA752A0},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,5.53,240887, ,3,22,9,Waipahu,94-1111 Heahea Street,96797, , , ,1632407.95431332,84179.6520662013
304,304,1,41006088,7,Waimanalo Beach Park,4,43,37.56000137,{707575CE-432C-459D-9FAE-4C510240F813},T,T,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,T,T,F,F,T,F,F,F,F,F,T,F,T,T,F,F,T,F,T,T,T,T,T,T, ,Y,259-9106,37.56,1636114, ,4,0,0,Waimanalo,41-741 Kalaniana,96795, , , ,1743890.90946938,60339.1762485872
305,305,1,91012025,7,Oneula Beach Park,3,195,30,{ED984FD6-9AFC-4E8E-9182-B8F6BFE38773},F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,T,T, , ,None,30,1306800, ,3,0,0,Ewa Beach,91-101 Papipi Road,96706, , , ,1630070.38348817,50743.193346543
306,306,1,59005070,2,Sunset Beach Neighborhood Park,4,252,6,{187F9C47-AC0A-4AA5-8154-B5CAFA4B029F},F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,T,F,F, ,Y,638-7051,6,261360, ,4,27,2,Haleiwa,59-360 Kamehameha Highway,96712, , , ,1623261.15985836,180651.810043698
307,307,1,87016001,7,Maili Beach Park,3,194,39.56000137,{DC28BDDB-782C-4B7D-A16F-CAA2202BAEDE},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,T,F,T,T,F,T,F,T,T,T,T, , ,None,39.56,1723234, ,3,0,0,Waianae,87-021 Farringto,96792, , , ,1579791.55598221,91922.3787896059
308,308,1,97024040,2,Manana Kai Neighborhood Park,3,293,4.3499999,{45FE2835-6C38-47FD-8C67-A70456BAB57F},F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F, , ,None,4.35,189486, ,3,21,8,Pearl City,1378 Hooli Circle,96782, , , ,1649204.21047667,85220.2640651175
309,309,1,97022011,2,Pacheco Neighborhood Park,3,28,4.59000015,{4CF459B4-47BA-4231-8CAC-F6709C8AA88E},T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F, , ,None,4.59,199940, ,3,21,8,Pearl City,1062 Waimano Home Road,96782, , , ,1650386.64229834,82964.8742161628
310,310,1,33018056,8,Mauumae Nature Park,1,374,28.88999939,{44EB6DA4-1788-4FF5-A977-28006BA68E1A},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,T,F, , ,None,28.89,1258448, ,1,4,4,Honolulu,1539 16th Avenue,96816, , , ,1711971.39409705,43612.2617679912
311,311,1,33029008,3,Maunalani Community Park,1,81,3.5999999,{DFB638B6-4F71-4CDC-A688-4E67A2633004},F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,T,F,F, ,Y,733-7372,3.6,156816, ,1,4,4,Honolulu,4625 Sierra Driv,96816, , , ,1711785.92650872,46976.1057911532
312,312,1,34028047,16,Waiomao Slide Area,1,272,2.42000008,{95EE37E4-0DCC-46AE-8717-67579C97597B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,2.42,105415, ,1,6,5,Honolulu,2302 Kipona Plac,96816, , , ,1713192.88013552,49277.9913085891
313,313,1,94115002,2,Waipio Neighborhood Park,3,329,12.30000019,{ED238A0D-FBBA-4855-9A14-4CD0DB153112},T,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F, , ,None,12.3,535788, ,3,22,8,Waipahu,94-1111 Oli Loop,96797, , , ,1640669.7179388,91269.8087465392
314,314,1,36019011,2,Wailupe Valley Neighborhood Park,1,118,2.50999999,{E94C8ABE-8DE6-4728-9F76-631DFAD9A015},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,2.51,109336, ,1,2,4,Honolulu,969 Hind Iuka Drive,96821, , , ,1724087.31502226,46162.4241406697
315,315,1,21010,11,Fort Street Mall,2,189,0.87,{A63B0FED-87ED-47F3-8E51-AA1FB3749FDF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,F,T,F,F,T,F, , ,None,0.87,37897, ,2,13,6,Honolulu,1199 Fort Street,96813, , , ,1687983.38372948,52297.6358610994
316,316,1,27008002,5,Old Stadium Park,1,373,9.17000008,{7905AC2D-8551-4E39-8E84-8AA5F049C41C},F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,F,T,F,F,T,F,F,T,T,F,T,T,F, , ,None,9.17,399445, ,1,8,5,Honolulu,2237 South King Street,96826, , , ,1699380.32167486,45822.1561763373
317,317,1,97017002,3,Lehua Community Park,3,152,6.67000008,{FB88060C-4C89-4310-832E-2910642BC084},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F, , ,453-7558,6.67,290545, ,3,21,8,Pearl City,781 Lehua Avenue,96782, , , ,1650225.82573134,80687.0161050432
318,318,1,98013029,3,Pearl Ridge Community Park,3,267,9.11999989,{4335808F-0197-405E-B4A8-61B1AFF0D27B},T,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,T,T,F, , ,483-7861,9.12,397267, ,3,20,8,Aiea,98-960 Moanalua Road,96701, , , ,1659681.40448187,80459.3846992989
319,319,4,48002008,7,Waiahole Beach Park (undeveloped),4,101,14.86999989,{5169F57B-39AB-46D4-9593-A86D5F5069EA},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,14.87,647737, ,4,0,0,Kaneohe,48-181 Kamehameh,96744, , , ,1692725.14635953,115406.257266021
320,320,1,16005030,1,Loi Kalo Mini Park,2,161,2.30999994,{7C5E1C32-38AC-4C68-9F43-C4E4209979F0},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F, , ,None,2.31,100624, ,2,15,7,Honolulu,1243 Loi Kalo Pl,96819, , , ,1686022.34487482,59374.3280867606
321,321,1,44021054,7,Kaneohe Bay Beach Remnant,4,355,0.13,{7EF2E862-7ACF-4972-B35C-6F30F806E7D1},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.13,5663, ,4,0,3,Kaneohe,Kaneohe Bay Drive,96744, , , ,1720477.17158746,93178.8117752508
322,322,1,23019004,12,Makua Alii Senior Citizens Center,2,166,0.005,{1DC57756-4E20-406F-B397-E59D3385EF76},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F, ,Y,943-7264,0,0, ,2,11,0,Honolulu,1541 Kalakaua Avenue,96826, , , ,1695688.90010143,47097.5362525095
323,323,1, ,1,Kalo Place Mini Park,1,13,1,{90A0B223-24A9-4FC1-A9BA-0273EC6A1589}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,0,0,0,Honolulu,1072 Kalo Pl,96826, , , ,1701922.7798976,45408.6748375046
324,324,1,93002001,6,Waipio Peninsula Soccer Park,5,289,233.83999634,{E669D8DE-B3D0-4E47-A022-EB0ACA66D4A1},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F, ,Y,678-0593,233.84,10179700, ,5,22,8,Waipahu,93-061 Waipio Access Road,96797, , , ,1642121.13358449,74425.5718767721
325,325,1,91016056,3,Kapolei Community Park,3,388,12,{032E6FFE-CD90-4AD4-92AA-D61DCBC3984D},F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,T,T,F,T,F,T,T,F,F,T,T,F, , ,None,12,522720, ,3,34,1,Kapolei,91-1049 Kama'aha Loop,96707, , , ,1617230.8926784,60428.6561279318
326,326,1,43083069,14,North Kalaheo Ave at Kawainui Canal,4,176,0.28999999,{7D49654A-C32C-4713-931D-187283130B45},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0.29,0, ,4,31,0,Kailua,Kalaheo Avenue & Kawainui Can,96734, , , ,1726886.88306496,91337.9493952751
327,327,1,91061035,3,Geiger Community Park,3,387,10,{B7940360-153A-4D1E-A64C-8A0147813336},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,10,435600, ,3,23,1,Ewa,91-1129 Kahiuka Street,96706, , , ,1631018.54158945,60522.8406292816
328,328,1,42007006,2,Maunawili Valley Neighborhood Park,4,307,8.13000011,{81738015-8454-4DF9-8F30-A763CD9F18A7},F,T,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,T,T,T,F, , , ,8.13,0, ,4,0,0,Kailua,962 Maunawili Ro,96734, , , ,1721218.16113389,74809.8485265394
329,329,3,91069005,3,Laulani Community Park (future),3,9019,15.60000038,{51A72A69-B3AA-453A-B23A-AB00B2A61B9E},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Ewa Beach,Laulani Fairways,96706, , , ,1630144.53599002,56455.2998568172
330,330,3,91016085,2,Kapolei NP (future),3,9008,6,{4D29E666-81C0-4E33-BD14-E7D745558907},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Kapolei, ,96707, , , ,1620089.04520326,59444.7978561625
331,331,3,57006022,7,Kawela Bay Beach Park (future),4,9010,4.80000019,{CF289DDE-60D6-40D0-92AE-18D20B815AB2},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0, , , , , , ,1636886.82028264,192112.951269208
332,332,3,91010021,2,Iroquois Point NP (future),3,9057,12.05000019,{2E7393D1-F080-4FA2-B541-7C7C2AA6F65B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Ewa Beach, ,96706, , , ,1633821.29464627,62066.1365417304
333,333,3, ,7,Oneula Beach Expansion (future),3,9068,10.43999958,{01630A26-2CD9-4F51-9F85-C324FB611182},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Ewa Beach,91-101 Papipi Rd,96706, , , ,1631842.48831883,50839.9993438496
